Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img16.png,.....,"., t, ;, </s>, e, ,, 0, o, a, c","0.024881485849618912, 0.02239091508090496, 0.018418263643980026, 0.018346458673477173, 0.016901548951864243, 0.015091384761035442, 0.01295886654406786, 0.011753182858228683, 0.010494410991668701, 0.010412742383778095"
img17.png,,"</s>, t, ., e, ;, o, ,, 0, c, a","0.02621782384812832, 0.024058828130364418, 0.022077621892094612, 0.021905813366174698, 0.014822213910520077, 0.013029561378061771, 0.01287776231765747, 0.012144886888563633, 0.01190998312085867, 0.010307231917977333"
img18.png,,"., </s>, t, e, ;, ,, 0, o, c, a","0.025220690295100212, 0.025220690295100212, 0.02208397537469864, 0.02050427719950676, 0.018742425367236137, 0.01816578209400177, 0.01437031477689743, 0.013342386111617088, 0.011235415935516357, 0.010762869380414486"
img19.png,,"</s>, ., t, e, ,, ;, o, a, c, 0","0.027430018410086632, 0.02526971884071827, 0.02204063907265663, 0.020786302164196968, 0.015089238062500954, 0.014286202378571033, 0.01295702438801527, 0.010953611694276333, 0.010616605170071125, 0.010170084424316883"
img20.png,,"</s>, ., e, ;, ,, t, 0, !, o, :","0.0351862870156765, 0.028383631259202957, 0.021341560408473015, 0.021175481379032135, 0.02028486877679825, 0.01861443929374218, 0.013618615455925465, 0.013045834377408028, 0.013045834377408028, 0.012595160864293575"
img21.png,,"</s>, ., e, t, ;, ,, 0, o, a, :","0.02678166702389717, 0.021519675850868225, 0.018551118671894073, 0.018478795886039734, 0.01735922135412693, 0.016759540885686874, 0.015560705214738846, 0.011295861564576626, 0.009661862626671791, 0.009586673229932785"
img22.png,,"</s>, ., t, e, ,, ;, 0, o, a, c","0.027916481718420982, 0.022170187905430794, 0.01995101012289524, 0.01823670044541359, 0.016031088307499886, 0.014710952527821064, 0.011728594079613686, 0.01072080247104168, 0.009761401452124119, 0.009241909720003605"
img23.png,,"</s>, ., ;, ,, t, e, 0, o, :, !","0.03407026827335358, 0.02296322211623192, 0.021487846970558167, 0.018094582483172417, 0.018024038523435593, 0.01781405322253704, 0.014426259323954582, 0.011412110179662704, 0.011323300190269947, 0.01101787481456995"
img24.png,,"</s>, e, ., t, ;, ,, 0, o, c, a","0.032755959779024124, 0.021066388115286827, 0.02082095481455326, 0.020180361345410347, 0.017948785796761513, 0.01699356734752655, 0.01238428894430399, 0.011956468224525452, 0.011588606983423233, 0.010187038220465183"
img25.png,,"</s>, ., t, ,, e, ;, 0, o, c, !","0.02764473855495453, 0.023645799607038498, 0.018925858661532402, 0.01784878596663475, 0.01663689687848091, 0.01593717187643051, 0.011389782652258873, 0.010616444982588291, 0.010209735482931137, 0.009553766809403896"
img26.png,,"</s>, ., t, e, ;, ,, 0, o, :, !","0.03323085233569145, 0.023018337786197662, 0.02047293446958065, 0.01938338577747345, 0.018713777884840965, 0.01723993942141533, 0.01232082862406969, 0.011848825961351395, 0.010375178419053555, 0.01009532529860735"
img27.png,,"</s>, ., t, ;, e, ,, 0, o, c, :","0.02319253608584404, 0.022478975355625153, 0.021199693903326988, 0.020150024443864822, 0.019993215799331665, 0.019453931599855423, 0.014456935226917267, 0.01316318940371275, 0.011041302233934402, 0.010785531252622604"
img28.png,"....,","., </s>, e, ;, ,, t, o, 0, :, c","0.02927992306649685, 0.02849014662206173, 0.01920224167406559, 0.01825147308409214, 0.01818031817674637, 0.01789845898747444, 0.012446423061192036, 0.011922943405807018, 0.010855963453650475, 0.010771483182907104"
img29.png,,"</s>, ., ,, t, ;, e, 0, o, :, !","0.02934885397553444, 0.023036178201436996, 0.01978100836277008, 0.01932278275489807, 0.01887517049908638, 0.016853630542755127, 0.012234422378242016, 0.01096686627715826, 0.010302417911589146, 0.010063760913908482"
img30.png,,"</s>, ., e, ,, ;, t, o, c, !, a","0.033094216138124466, 0.03170231729745865, 0.021450860425829887, 0.019303686916828156, 0.01778338849544525, 0.0173037126660347, 0.013581838458776474, 0.012222331948578358, 0.011215843260288239, 0.011041956953704357"
img31.png,"....,","., t, e, </s>, ;, ,, o, 0, c, a","0.021431084722280502, 0.021098827943205833, 0.01958959735929966, 0.01861964911222458, 0.016560658812522888, 0.013463719747960567, 0.012021748349070549, 0.011928195133805275, 0.010776226408779621, 0.009773612953722477"
img32.png,,"</s>, ., ,, e, t, ;, 0, o, a, !","0.03963998332619667, 0.02799936942756176, 0.022852420806884766, 0.020246123895049095, 0.018945321440696716, 0.016459980979561806, 0.011763418093323708, 0.011535892263054848, 0.01071071345359087, 0.009305629879236221"
img33.png,,"</s>, ., ;, ,, e, t, :, O, 0, !","0.03315652534365654, 0.03188632056117058, 0.030189361423254013, 0.027811741456389427, 0.02066793106496334, 0.01760929822921753, 0.016096200793981552, 0.014713119715452194, 0.014260444790124893, 0.014260444790124893"
img34.png,,"</s>, ,, ., e, t, ;, a, !, 0, o","0.031055951490998268, 0.02656356431543827, 0.02466343343257904, 0.019510380923748016, 0.018984124064445496, 0.018472058698534966, 0.013567340560257435, 0.01169577892869711, 0.011514452286064625, 0.011160190217196941"
img35.png,"...,,","., </s>, t, e, ,, ;, o, :, 0, a","0.025576600804924965, 0.025180073454976082, 0.020075302571058273, 0.019764065742492676, 0.019610261544585228, 0.017925230786204338, 0.011438563466072083, 0.011349547654390335, 0.011349547654390335, 0.010661913082003593"
img36.png,,"</s>, ., ,, e, ;, t, :, !, o, c","0.054014839231967926, 0.03393391892313957, 0.02663503773510456, 0.0245373472571373, 0.023597335442900658, 0.018234606832265854, 0.01529521495103836, 0.014312508516013622, 0.012630743905901909, 0.011819226667284966"
img37.png,,"</s>, ., ;, e, ,, t, :, 0, c, o","0.03777984902262688, 0.03256826475262642, 0.020301243290305138, 0.017845937982201576, 0.01729687675833702, 0.01587250642478466, 0.012122425250709057, 0.011612572707235813, 0.010288168676197529, 0.010049844160676003"
img38.png,,"</s>, ., t, e, ;, ,, 0, o, :, c","0.028057431802153587, 0.026982568204402924, 0.01847252994775772, 0.01847252994775772, 0.01617508940398693, 0.015494784340262413, 0.01202030573040247, 0.011073623783886433, 0.010362150147557259, 0.0098876329138875"
img39.png,"....,","., </s>, t, e, ;, ,, 0, o, c, a","0.022525040432810783, 0.02140974812209606, 0.020832255482673645, 0.01802881620824337, 0.014095810241997242, 0.013769281096756458, 0.011685836128890514, 0.010849932208657265, 0.009917640127241611, 0.009463479742407799"
img40.png,,"</s>, ., t, e, ,, ;, o, 0, a, c","0.025182917714118958, 0.022573821246623993, 0.019536016508936882, 0.0173079501837492, 0.01440495252609253, 0.014071262441575527, 0.011001601815223694, 0.009939119219779968, 0.009823325090110302, 0.009300537407398224"
img41.png,,"</s>, ., e, ;, t, ,, o, 0, :, c","0.037665363401174545, 0.0212110485881567, 0.021045980975031853, 0.02063891664147377, 0.01908787712454796, 0.016977110877633095, 0.012518134899437428, 0.011944888159632683, 0.011177437379956245, 0.011133859865367413"
img42.png,,"</s>, ., t, e, ;, ,, 0, o, a, c","0.027052829042077065, 0.024061284959316254, 0.02034093625843525, 0.019638247787952423, 0.017195824533700943, 0.01712878607213497, 0.012193665839731693, 0.01118953712284565, 0.01022806391119957, 0.010030236095190048"
img43.png,,"</s>, ., ;, t, e, ,, 0, o, :, !","0.02683497779071331, 0.022953173145651817, 0.01978687196969986, 0.017875950783491135, 0.017530197277665138, 0.017393775284290314, 0.012825366109609604, 0.012479424476623535, 0.010225273668766022, 0.010145698674023151"
img44.png,,"</s>, ., e, ,, t, ;, o, a, 0, c","0.03271220251917839, 0.024692466482520103, 0.02153715305030346, 0.017854927107691765, 0.017854927107691765, 0.015094202011823654, 0.012760340236127377, 0.010213248431682587, 0.009976658038794994, 0.00989901926368475"
img45.png,,"</s>, ., t, e, ,, ;, 0, o, a, !","0.027675477787852287, 0.025897346436977386, 0.022151175886392593, 0.01947212964296341, 0.01917024329304695, 0.016461355611681938, 0.012233040295541286, 0.011903074570000172, 0.011402446776628494, 0.010181239806115627"
img46.png,,"</s>, ., ;, t, ,, e, 0, o, a, c","0.040647637099027634, 0.027077164500951767, 0.02108771540224552, 0.020923610776662827, 0.020518910139799118, 0.01957928203046322, 0.015188912861049175, 0.012300356291234493, 0.011510065756738186, 0.011199600994586945"
img47.png,.....,"., </s>, ;, t, ,, e, 0, !, o, :","0.030627712607383728, 0.029111230745911598, 0.019017180427908897, 0.01836022175848484, 0.017725961282849312, 0.017519444227218628, 0.016980430111289024, 0.012520583346486092, 0.01167046744376421, 0.01135567668825388"
img48.png,,"</s>, ., e, t, ,, ;, o, a, c, 0","0.034072235226631165, 0.023235246539115906, 0.02260851301252842, 0.02107345312833786, 0.01609458588063717, 0.013983217068016529, 0.013136017136275768, 0.011279807426035404, 0.009800066240131855, 0.009573047049343586"
img49.png,,"</s>, e, ., t, ,, ;, o, c, a, 0","0.028941327705979347, 0.023164348676800728, 0.022539528086781502, 0.018906190991401672, 0.017013726755976677, 0.01688132807612419, 0.012693014927208424, 0.010688590817153454, 0.010440989397466183, 0.01035973709076643"
img50.png,,"</s>, ., ,, ;, e, t, 0, !, :, o","0.032236531376838684, 0.025007959455251694, 0.022770002484321594, 0.020410900935530663, 0.0195524450391531, 0.01732250489294529, 0.013333609327673912, 0.012235607020556927, 0.01131608709692955, 0.011184250004589558"
img51.png,,"</s>, ., e, ,, ;, t, o, :, c, 0","0.038331303745508194, 0.03503764793276787, 0.021925996989011765, 0.02100382186472416, 0.018391558900475502, 0.017895478755235672, 0.012591042555868626, 0.011419578455388546, 0.011286537162959576, 0.011025085113942623"
img52.png,,"</s>, ., t, e, ;, ,, o, 0, c, a","0.02557140216231346, 0.021282408386468887, 0.02111678756773472, 0.019227055832743645, 0.018781661987304688, 0.014741894789040089, 0.012511283159255981, 0.012269292026758194, 0.011171318590641022, 0.00989723950624466"
img53.png,.....,"., </s>, ;, t, ,, e, 0, o, !, :","0.03156278654932976, 0.025262538343667984, 0.02021987922489643, 0.01944526843726635, 0.01798393204808235, 0.016960464417934418, 0.014226462692022324, 0.01184031181037426, 0.011566032655537128, 0.011520939879119396"
img54.png,"...,,","., </s>, t, ,, e, ;, 0, o, :, c","0.023607702925801277, 0.02270330674946308, 0.019343458116054535, 0.018748324364423752, 0.017750557512044907, 0.01707054302096367, 0.012636293657124043, 0.010935800150036812, 0.009957159869372845, 0.00984115432947874"
img55.png,"...,,","., </s>, t, e, ,, ;, 0, o, a, !","0.022706205025315285, 0.02235417813062668, 0.021081997081637383, 0.01912054233253002, 0.016164129599928856, 0.016164129599928856, 0.012106372974812984, 0.011825928464531898, 0.010395658202469349, 0.00965204183012247"
img56.png,.....,"., ;, </s>, ,, e, t, 0, :, o, !","0.02735190838575363, 0.025594566017389297, 0.023856760933995247, 0.01894611306488514, 0.017385929822921753, 0.016851022839546204, 0.013540176674723625, 0.012920127250254154, 0.012473794631659985, 0.011902579106390476"
img57.png,.....,"., t, </s>, ;, e, ,, 0, o, a, c","0.02420544996857643, 0.02256195992231369, 0.019910860806703568, 0.017917834222316742, 0.0167666245251894, 0.01373807992786169, 0.013211783953011036, 0.011256580241024494, 0.010451380163431168, 0.009818163700401783"
img58.png,,"</s>, ., ;, ,, e, t, :, !, 0, o","0.036950722336769104, 0.034711990505456924, 0.02724575623869896, 0.02620198391377926, 0.01977829821407795, 0.01759118214249611, 0.014413697645068169, 0.013970233500003815, 0.013700026087462902, 0.013021689839661121"
img59.png,,"</s>, ., ,, ;, e, t, o, :, 0, !","0.030363664031028748, 0.028747739270329475, 0.02169993333518505, 0.020385200157761574, 0.020305724814534187, 0.017919739708304405, 0.01417568139731884, 0.013264902867376804, 0.013264902867376804, 0.012412641197443008"
img60.png,,"</s>, ., t, e, ,, ;, o, 0, c, a","0.0239068903028965, 0.02185266651213169, 0.019819509238004684, 0.016952522099018097, 0.015556509606540203, 0.014902223832905293, 0.010485024191439152, 0.010282225906848907, 0.009472429752349854, 0.009216926991939545"
img61.png,,"</s>, ., ;, t, e, ,, 0, :, c, o","0.024671707302331924, 0.024575524032115936, 0.01833445578813553, 0.01777036488056183, 0.01735871471464634, 0.015140539966523647, 0.013731873594224453, 0.011295530945062637, 0.010405931621789932, 0.010365362279117107"
img62.png,,"</s>, ., e, t, ,, ;, 0, o, !, a","0.028451142832636833, 0.021899627521634102, 0.018952548503875732, 0.01887865737080574, 0.018155427649617195, 0.017943911254405975, 0.013282795436680317, 0.011495301499962807, 0.010968892835080624, 0.010841102339327335"
img63.png,,"</s>, ., e, t, ;, ,, o, :, 0, c","0.0298748929053545, 0.021856937557458878, 0.019823379814624786, 0.016627881675958633, 0.01637009158730507, 0.016242697834968567, 0.01138361170887947, 0.010124793276190758, 0.010085320100188255, 0.009890252724289894"
img64.png,,"</s>, ., t, e, ;, ,, 0, o, a, :","0.03551650047302246, 0.02154184691607952, 0.018789133056998253, 0.0182823296636343, 0.0166462492197752, 0.01626064069569111, 0.011351756751537323, 0.010789691470563412, 0.010498657822608948, 0.0103358905762434"
img65.png,,"</s>, ., t, e, ;, ,, 0, o, a, !","0.032898515462875366, 0.020748833194375038, 0.019264640286564827, 0.0185991358011961, 0.01584666222333908, 0.014372297562658787, 0.011822329834103584, 0.011236965656280518, 0.009686869569122791, 0.008958890102803707"
img66.png,,"</s>, ., e, ,, t, ;, o, !, a, c","0.040227845311164856, 0.034274548292160034, 0.024021141231060028, 0.020707519724965096, 0.01743748039007187, 0.014798997901380062, 0.012707795016467571, 0.01121459063142538, 0.011170868761837482, 0.011040723882615566"
img67.png,,"</s>, ., ;, t, ,, e, 0, o, :, c","0.0313541479408741, 0.02519376575946808, 0.021381670609116554, 0.021215278655290604, 0.021215278655290604, 0.018649425357580185, 0.013644210994243622, 0.012520631775259972, 0.011489578522741795, 0.01144478376954794"
img68.png,,"</s>, ., ;, t, e, ,, 0, o, :, !","0.029126731678843498, 0.0238655898720026, 0.01910177804529667, 0.01858653873205185, 0.018298381939530373, 0.01589791104197502, 0.014645840972661972, 0.01172238402068615, 0.010926462709903717, 0.010883865877985954"
img69.png,,"</s>, ., ,, e, t, ;, 0, !, :, o","0.05296963080763817, 0.03419976308941841, 0.024441469460725784, 0.020987719297409058, 0.02010500431060791, 0.017129678279161453, 0.013710422441363335, 0.012434812262654305, 0.012434812262654305, 0.012005246244370937"
img70.png,,"</s>, ., e, t, ,, ;, o, 0, a, c","0.033892322331666946, 0.024603188037872314, 0.0203967597335577, 0.020002249628305435, 0.018141254782676697, 0.01619831658899784, 0.012227131053805351, 0.011046291328966618, 0.010296275839209557, 0.010296275839209557"
img71.png,,"</s>, ., t, e, ;, ,, 0, o, O, !","0.029384944587945938, 0.02634049393236637, 0.018605388700962067, 0.01747814565896988, 0.016101621091365814, 0.015790186822414398, 0.012442369014024734, 0.011196919716894627, 0.010937543585896492, 0.009614717215299606"
img72.png,,"., </s>, ,, e, ;, t, o, :, c, a","0.026842189952731133, 0.026842189952731133, 0.020420461893081665, 0.02002549357712269, 0.01986965537071228, 0.017950737848877907, 0.012778799049556255, 0.011365698650479317, 0.011277250945568085, 0.010760827921330929"
img73.png,,"</s>, ., ;, ,, e, t, 0, o, :, !","0.03200436756014824, 0.023970162495970726, 0.020263902842998505, 0.018023088574409485, 0.01781311258673668, 0.017536945641040802, 0.01414648350328207, 0.011591212823987007, 0.011234589852392673, 0.010974339209496975"
img74.png,,"</s>, ., t, ;, e, ,, 0, o, a, !","0.025967426598072052, 0.020541926845908165, 0.019147180020809174, 0.01877683959901333, 0.017230594530701637, 0.016441551968455315, 0.012754770927131176, 0.01125604659318924, 0.00970331858843565, 0.009665489196777344"
img75.png,,"</s>, ., t, e, ;, ,, 0, o, !, a","0.027491919696331024, 0.027171630412340164, 0.019117629155516624, 0.019117629155516624, 0.01754332147538662, 0.015123289078474045, 0.012537647038698196, 0.01244007796049118, 0.010640563443303108, 0.010313186794519424"
img76.png,.....,"., </s>, e, ;, t, ,, o, 0, c, :","0.025570804253220558, 0.025174366310238838, 0.019002607092261314, 0.01885472983121872, 0.0184179600328207, 0.01606442965567112, 0.012609114870429039, 0.010954990051686764, 0.010659496299922466, 0.010371976532042027"
img77.png,,"</s>, ., t, ;, e, ,, 0, o, :, c","0.028074584901332855, 0.022824477404356003, 0.01877490244805813, 0.017915137112140656, 0.017775721848011017, 0.01722881756722927, 0.013106994330883026, 0.010951303876936436, 0.01073948573321104, 0.010572985745966434"
img78.png,,"</s>, ., t, e, ;, ,, 0, o, a, c","0.0266866497695446, 0.02264866605401039, 0.019221672788262367, 0.018057091161608696, 0.017707832157611847, 0.01562710851430893, 0.011522707529366016, 0.011522707529366016, 0.010050284676253796, 0.00993319507688284"
img79.png,,"</s>, ., ,, ;, t, e, 0, :, !, o","0.033787019550800323, 0.02462274208664894, 0.019940102472901344, 0.01895279996097088, 0.018731994554400444, 0.01698918081820011, 0.013179603964090347, 0.010883678682148457, 0.010304458439350128, 0.010065756738185883"
img80.png,"....,","., </s>, ;, t, ,, e, 0, o, :, !","0.0255973469465971, 0.024425160139799118, 0.020407985895872116, 0.019780097529292107, 0.01894817315042019, 0.018365198746323586, 0.014191525988280773, 0.012820974923670292, 0.011719319969415665, 0.011447842232882977"
img81.png,,"</s>, ., e, t, ,, ;, o, 0, :, c","0.028932146728038788, 0.025136684998869896, 0.02183913066983223, 0.01860717311501503, 0.017894340679049492, 0.017685867846012115, 0.013773767277598381, 0.012250642292201519, 0.010938591323792934, 0.010895946063101292"
img82.png,,"</s>, ., e, t, ;, ,, o, c, 0, !","0.025263387709856033, 0.02477475069463253, 0.019752152264118195, 0.018628055229783058, 0.01770571619272232, 0.016184333711862564, 0.012457526288926601, 0.011036756448447704, 0.010697191581130028, 0.010531346313655376"
img83.png,,"</s>, ., ;, e, ,, t, 0, o, :, a","0.03823433443903923, 0.02638089656829834, 0.021700333803892136, 0.020625876262784004, 0.01991334557533264, 0.019001446664333344, 0.013956165872514248, 0.012559190392494202, 0.011346282437443733, 0.010869072750210762"
img84.png,,"</s>, ., ;, t, e, ,, 0, o, :, !","0.03400273248553276, 0.023007402196526527, 0.020067410543560982, 0.018851587548851967, 0.018559323623776436, 0.01757161132991314, 0.014567378908395767, 0.011889547109603882, 0.011169196106493473, 0.01086792629212141"
img85.png,,"</s>, ., ;, t, ,, e, 0, :, !, o","0.026782313361763954, 0.024576833471655846, 0.023178160190582275, 0.01899150386452675, 0.018697068095207214, 0.01756427064538002, 0.016180964186787605, 0.012601747177541256, 0.011429288424551487, 0.011296133510768414"
img86.png,t....,"t, </s>, ., e, ;, ,, 0, o, c, a","0.020969469100236893, 0.020887719467282295, 0.01962219551205635, 0.018076812848448753, 0.013433546759188175, 0.01271862629801035, 0.011671267449855804, 0.010626809671521187, 0.01010064035654068, 0.009414833039045334"
img87.png,,"</s>, ., e, ;, ,, t, :, 0, o, !","0.03462276980280876, 0.02728208899497986, 0.02035367488861084, 0.01897171325981617, 0.018604766577482224, 0.01648291014134884, 0.01273700688034296, 0.012687349691987038, 0.011372866109013557, 0.011152895167469978"
img88.png,,"</s>, ., t, ,, ;, e, 0, o, !, c","0.030158521607518196, 0.023857356980443, 0.01887272298336029, 0.017522728070616722, 0.016720304265618324, 0.01639690436422825, 0.01149168610572815, 0.010301080532371998, 0.00982936006039381, 0.009601662866771221"
img89.png,,"</s>, ., ;, ,, e, t, 0, o, :, !","0.03172608092427254, 0.026301845908164978, 0.021466942504048347, 0.02072535641491413, 0.01901865564286709, 0.01901865564286709, 0.012969596311450005, 0.012768521904945374, 0.011625871993601322, 0.011535397730767727"
img90.png,,"</s>, ., t, e, ;, ,, 0, o, :, !","0.02794487774372101, 0.024278931319713593, 0.01920621655881405, 0.018761303275823593, 0.017555901780724525, 0.017283722758293152, 0.014051566831767559, 0.010986203327775002, 0.009925208054482937, 0.009619840420782566"
img91.png,.....,"., t, </s>, e, ;, 0, ,, o, c, a","0.02250686101615429, 0.02224464900791645, 0.01895267702639103, 0.016022220253944397, 0.01386607438325882, 0.013387065380811691, 0.011229089461266994, 0.010105087421834469, 0.009418976493179798, 0.009058141149580479"
img92.png,,"</s>, ., ;, e, t, ,, o, 0, !, :","0.031978439539670944, 0.022764861583709717, 0.019933577626943588, 0.01947181671857834, 0.01843554712831974, 0.0165255144238472, 0.012377040460705757, 0.011627152562141418, 0.010463304817676544, 0.010260925628244877"
img93.png,,"</s>, ., t, e, ;, ,, o, 0, :, c","0.025495825335383415, 0.021722713485360146, 0.01786861941218376, 0.01786861941218376, 0.017454691231250763, 0.01458393968641758, 0.01176439132541418, 0.011357985436916351, 0.01054553221911192, 0.010062617249786854"
img94.png,.....,"., </s>, ;, t, ,, e, o, 0, :, a","0.027880970388650894, 0.02681286819279194, 0.021045660600066185, 0.018356353044509888, 0.018213503062725067, 0.017584307119250298, 0.012764839455485344, 0.011759521439671516, 0.011090284213423729, 0.010749071836471558"
img95.png,.....,"., </s>, ;, t, ,, e, 0, !, :, o","0.02482067048549652, 0.021818768233060837, 0.017807960510253906, 0.017125748097896576, 0.014937343075871468, 0.01442132517695427, 0.013233751058578491, 0.0106336185708642, 0.010468759573996067, 0.009950416162610054"
img96.png,,"</s>, ., e, t, ,, ;, 0, o, :, a","0.03729189559817314, 0.023704171180725098, 0.02051425166428089, 0.01747835986316204, 0.017274731770157814, 0.015914227813482285, 0.011643098667263985, 0.011552490293979645, 0.010115697979927063, 0.009842845611274242"
img97.png,"t...,","t, </s>, ., e, ,, ;, o, c, 0, a","0.023461509495973587, 0.021445555612444878, 0.021278664469718933, 0.021113073453307152, 0.0137923089787364, 0.013738538138568401, 0.011301013641059399, 0.01103922538459301, 0.010492635890841484, 0.010410981252789497"
img98.png,,"</s>, ., t, e, ;, ,, 0, o, !, O","0.033321693539619446, 0.026052528992295265, 0.020528899505734444, 0.018618902191519737, 0.016239695250988007, 0.01580165885388851, 0.013515875674784184, 0.011834895238280296, 0.010282334871590137, 0.00969716440886259"
img99.png,.....,"., </s>, ;, ,, t, e, 0, o, :, c","0.035292431712150574, 0.0301872156560421, 0.020991913974285126, 0.019263263791799545, 0.01788533292710781, 0.01660596951842308, 0.012682600878179073, 0.010805711150169373, 0.010805711150169373, 0.009993648156523705"
img100.png,,"</s>, ., ;, e, t, ,, 0, o, c, :","0.02795947901904583, 0.02496500499546528, 0.020696716383099556, 0.019442765042185783, 0.01899237558245659, 0.01630862057209015, 0.012455503456294537, 0.012406944297254086, 0.010949089191854, 0.010529636405408382"
img101.png,,"</s>, ., ;, e, ,, t, 0, :, o, !","0.033539287745952606, 0.021570168435573578, 0.020743826404213905, 0.0191849023103714, 0.018022548407316208, 0.017882296815514565, 0.0127799017354846, 0.012005606666207314, 0.011060083284974098, 0.011060083284974098"
img102.png,,"</s>, ., ;, ,, e, t, o, :, 0, c","0.03802400082349777, 0.026441540569067, 0.023425906896591187, 0.021246373653411865, 0.020998846739530563, 0.01824411377310753, 0.013089511543512344, 0.012736445292830467, 0.012588061392307281, 0.012058624066412449"
img103.png,,"</s>, ., ,, ;, e, t, 0, !, :, a","0.03488126024603844, 0.027378613129258156, 0.02388005144894123, 0.01972007565200329, 0.01889067515730858, 0.016670962795615196, 0.013136402703821659, 0.012437297031283379, 0.011867751367390156, 0.011236161924898624"
img104.png,,"</s>, ., t, e, ;, ,, 0, o, a, c","0.030061550438404083, 0.024060964584350586, 0.021068483591079712, 0.019561422988772392, 0.019333528354763985, 0.017466384917497635, 0.013235921040177345, 0.012629805132746696, 0.010593898594379425, 0.010470475070178509"
img105.png,,"</s>, ;, ., t, ,, e, 0, :, o, !","0.024271562695503235, 0.020841823890805244, 0.020599009469151497, 0.01839284412562847, 0.017413996160030365, 0.016231628134846687, 0.013721898198127747, 0.011199486441910267, 0.011025854386389256, 0.00954208243638277"
