Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.0997069925069809, 0.04189005494117737, 0.039660703390836716, 0.03919864445924759, 0.03029036335647106, 0.027152106165885925, 0.026626935228705406, 0.02250988595187664, 0.022334711626172066, 0.014196806587278843"
img12.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.11471585929393768, 0.05130410194396973, 0.03933621942996979, 0.03782927617430687, 0.029925420880317688, 0.02911822870373726, 0.02510148659348488, 0.02413986064493656, 0.020407363772392273, 0.013175983913242817"
img13.png,1.5;,", [, ;, <0x0A>, 5, The, (, A, ., E","0.1234295666217804, 0.041021984070539474, 0.04070275276899338, 0.03578001260757446, 0.03096502088010311, 0.03060426563024521, 0.028193973004817963, 0.024591218680143356, 0.019453255459666252, 0.014513012021780014"
img14.png,1.5;,", <0x0A>, The, ;, 5, [, (, A, ., E","0.11444360017776489, 0.0351770780980587, 0.03278864175081253, 0.030802078545093536, 0.03044322319328785, 0.029506584629416466, 0.02848726697266102, 0.025836829096078873, 0.020598914474248886, 0.014493145048618317"
img15.png,1.5;,", <0x0A>, ;, [, (, 5, The, A, ., E","0.09198744595050812, 0.03940906748175621, 0.03864682465791702, 0.03687705844640732, 0.031542614102363586, 0.03117513656616211, 0.026874646544456482, 0.022454608231782913, 0.022367063909769058, 0.013779949396848679"
img16.png,1.5;,", ;, <0x0A>, [, 5, The, (, A, ., E","0.11015719920396805, 0.03882015869021416, 0.038069311529397964, 0.03747909888625145, 0.03218303993344307, 0.03082946501672268, 0.028290707617998123, 0.025064177811145782, 0.019217370077967644, 0.01373403612524271"
img17.png,1.5;,", <0x0A>, ;, [, 5, (, The, A, ., E","0.10023615509271622, 0.046251386404037476, 0.04517997428774834, 0.037455517798662186, 0.02905665896832943, 0.02883053757250309, 0.028606176376342773, 0.023622896522283554, 0.02307567372918129, 0.013887183740735054"
img18.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.10876331478357315, 0.04360237717628479, 0.04360237717628479, 0.04292638227343559, 0.03291279822587967, 0.026446174830198288, 0.02343001402914524, 0.022183090448379517, 0.021084729582071304, 0.01377379335463047"
img19.png,1.5;,", <0x0A>, [, ;, (, The, 5, A, ., E","0.10995896905660629, 0.04339827969670296, 0.040293943136930466, 0.037411656230688095, 0.031258609145879745, 0.027910791337490082, 0.026736903935670853, 0.02396680787205696, 0.021483704447746277, 0.014536602422595024"
img20.png,1.5;,", ;, <0x0A>, (, [, The, A, ., 5, E","0.10532638430595398, 0.05014288052916527, 0.03905131295323372, 0.03446266055107117, 0.03250138461589813, 0.029477477073669434, 0.02331860363483429, 0.022601166740059853, 0.01940746232867241, 0.014198804274201393"
img21.png,1.5;,", <0x0A>, ;, [, (, The, 5, ., A, E","0.10406625270843506, 0.04406442493200302, 0.03934510052204132, 0.03418361768126488, 0.0311245359480381, 0.02981548011302948, 0.024334685876965523, 0.024051178246736526, 0.02294979616999626, 0.014702188782393932"
img22.png,1.5;,", <0x0A>, [, ;, (, The, 5, A, ., E","0.10419191420078278, 0.041122157126665115, 0.036861661821603775, 0.03586738184094429, 0.030799072235822678, 0.029274102300405502, 0.025935420766472816, 0.022709812968969345, 0.02227056585252285, 0.014156032353639603"
img23.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.12080886214971542, 0.0458538718521595, 0.04240790009498596, 0.036273397505283356, 0.03238850086927414, 0.031026283279061317, 0.0269561018794775, 0.022173484787344933, 0.020347533747553825, 0.013137354515492916"
img24.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.11518758535385132, 0.04304245859384537, 0.03888561949133873, 0.03696025535464287, 0.03300179913640022, 0.03149053454399109, 0.02704070322215557, 0.02321966364979744, 0.021141745150089264, 0.013757196255028248"
img25.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.10801076889038086, 0.04164186120033264, 0.037767525762319565, 0.0361790768802166, 0.029876571148633957, 0.028844472020864487, 0.025158599019050598, 0.022728897631168365, 0.022728897631168365, 0.013893896713852882"
img26.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.10421792417764664, 0.04277094826102257, 0.04081232473254204, 0.039402443915605545, 0.03021090291440487, 0.029975799843668938, 0.0252421535551548, 0.022893639281392097, 0.02150658145546913, 0.014723616652190685"
img27.png,1.5;,", ;, [, <0x0A>, (, 5, The, A, ., E","0.10055480152368546, 0.044273678213357925, 0.038315676152706146, 0.03488681837916374, 0.032013945281505585, 0.028922189027071, 0.027814194560050964, 0.02351357415318489, 0.021325886249542236, 0.013877017423510551"
img28.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.1055242270231247, 0.04330705478787422, 0.03958585485816002, 0.03897213190793991, 0.03294627368450165, 0.0285126194357872, 0.023453842848539352, 0.02318059653043747, 0.022643620148301125, 0.014114771969616413"
img29.png,1.5;,", ;, <0x0A>, [, 5, (, The, A, ., 1","0.10379673540592194, 0.04864855110645294, 0.03573134168982506, 0.03291725739836693, 0.029277212917804718, 0.028936123475432396, 0.027182970196008682, 0.022360103204846382, 0.022272931411862373, 0.013562088832259178"
img30.png,1.5;,", ;, <0x0A>, [, (, The, A, ., 5, E","0.1017223447561264, 0.04307195171713829, 0.04046235233545303, 0.036697763949632645, 0.034072719514369965, 0.02858024276793003, 0.024734139442443848, 0.02174270525574684, 0.021489392966032028, 0.014597360976040363"
img31.png,1.5;,", ;, [, <0x0A>, 5, (, The, ., A, E","0.1024085208773613, 0.04186451807618141, 0.04057648405432701, 0.037821441888809204, 0.034979116171598434, 0.029919221997261047, 0.025691429153084755, 0.0225842148065567, 0.021975044161081314, 0.01307074073702097"
img32.png,1.5;,", <0x0A>, ;, [, The, (, 5, A, ., E","0.12044578045606613, 0.04003031551837921, 0.0374583937227726, 0.03702199459075928, 0.02951650880277157, 0.02940143458545208, 0.024374645203351974, 0.0238100066781044, 0.021426687017083168, 0.014385197311639786"
img33.png,1.5;,", ;, <0x0A>, (, The, [, A, ., 5, E","0.12088438123464584, 0.040176086127758026, 0.033568378537893295, 0.03203117474913597, 0.03080407716333866, 0.030564356595277786, 0.023990239948034286, 0.02142086997628212, 0.0213373601436615, 0.014607766643166542"
img34.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.09858663380146027, 0.039832599461078644, 0.039832599461078644, 0.03515214845538139, 0.0313873328268528, 0.029601072892546654, 0.029601072892546654, 0.02378513291478157, 0.02199765108525753, 0.01365865208208561"
img35.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.10984859615564346, 0.037083253264427185, 0.034972839057445526, 0.0324711799621582, 0.032092880457639694, 0.030266469344496727, 0.027343478053808212, 0.02578735537827015, 0.01916353404521942, 0.014352825470268726"
img36.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.10093440860509872, 0.04514066129922867, 0.035293176770210266, 0.03474600613117218, 0.03251359984278679, 0.0285812858492136, 0.02522289752960205, 0.02287617325782776, 0.021239805966615677, 0.014371572062373161"
img37.png,1.5;,", ;, [, <0x0A>, The, (, 5, A, ., E","0.10254597663879395, 0.04997691884636879, 0.03434859961271286, 0.03421468660235405, 0.030431173741817474, 0.029151279479265213, 0.02858744189143181, 0.023607425391674042, 0.021327530965209007, 0.014207198284566402"
img38.png,1.5;,", <0x0A>, ;, [, (, 5, The, A, ., E","0.1178174614906311, 0.044370464980602264, 0.040399763733148575, 0.037072908133268356, 0.031463366001844406, 0.02864772267639637, 0.028424788266420364, 0.022929351776838303, 0.021372506394982338, 0.013907353393733501"
img39.png,1.51,", <0x0A>, ;, [, The, (, 5, A, ., E","0.11209157854318619, 0.039501845836639404, 0.03754597529768944, 0.03681977093219757, 0.029585517942905426, 0.0294701736420393, 0.027793020009994507, 0.02395908161997795, 0.01986277475953102, 0.014934757724404335"
img40.png,1.5;,", ;, <0x0A>, [, 5, (, The, A, ., E","0.11331743746995926, 0.04136274382472038, 0.038554318249225616, 0.03593657538294792, 0.034559864550828934, 0.030618343502283096, 0.028206942602992058, 0.023384373635053635, 0.021291716024279594, 0.013586807996034622"
img41.png,1.5;,", <0x0A>, ;, [, The, 5, (, A, ., E","0.12402511388063431, 0.04491891711950302, 0.041869036853313446, 0.03377438709139824, 0.0291153434664011, 0.026303520426154137, 0.026200972497463226, 0.02579476498067379, 0.020088983699679375, 0.014024370349943638"
img42.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.10538686066865921, 0.041919998824596405, 0.04031406715512276, 0.03670637309551239, 0.030909866094589233, 0.02937941439449787, 0.024933986365795135, 0.02369941957294941, 0.02183292619884014, 0.014947036281228065"
img43.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.11221563816070557, 0.04001171886920929, 0.03803060203790665, 0.03628905490040779, 0.030918657779693604, 0.02837255597114563, 0.026343027129769325, 0.023613734170794487, 0.02244453877210617, 0.013349995948374271"
img44.png,1.5;,", <0x0A>, ;, (, [, The, 5, ., A, E","0.10209761559963226, 0.04425604268908501, 0.0439116396009922, 0.03612072765827179, 0.032378412783145905, 0.029137415811419487, 0.023874344304203987, 0.02295973338186741, 0.02190832979977131, 0.014594092965126038"
img45.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.1056768149137497, 0.038273606449365616, 0.03782770782709122, 0.037386998534202576, 0.03051438182592392, 0.03051438182592392, 0.02778366021811962, 0.022943664342164993, 0.020972207188606262, 0.014080073684453964"
img46.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.12403701990842819, 0.03933609649538994, 0.03902997821569443, 0.03364594653248787, 0.0314842127263546, 0.030396580696105957, 0.026824887841939926, 0.023765534162521362, 0.022677229717373848, 0.012971668504178524"
img47.png,1.5;,", ;, <0x0A>, The, [, 5, (, A, ., E","0.12616953253746033, 0.04096124693751335, 0.03686113283038139, 0.03140607848763466, 0.031040186062455177, 0.02938825823366642, 0.02655007690191269, 0.025532960891723633, 0.021839499473571777, 0.014378749765455723"
img48.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.1106983870267868, 0.04267803207039833, 0.04234590753912926, 0.038406070321798325, 0.029332155361771584, 0.029217800125479698, 0.027988936752080917, 0.022754844278097153, 0.02023857645690441, 0.014073720201849937"
img49.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.10452430695295334, 0.044605497270822525, 0.0409323051571846, 0.03998411074280739, 0.028912188485264778, 0.02758820727467537, 0.025415444746613503, 0.023505447432398796, 0.020262958481907845, 0.014594863168895245"
img50.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.11002643406391144, 0.048066988587379456, 0.038322340697050095, 0.03316522762179375, 0.031400203704833984, 0.028146963566541672, 0.024454504251480103, 0.024264197796583176, 0.020352844148874283, 0.014098001644015312"
img51.png,1.5;,", ;, <0x0A>, (, [, The, A, ., 5, E","0.10532430559396744, 0.0432250052690506, 0.038595590740442276, 0.03366367146372795, 0.03353242576122284, 0.029361974447965622, 0.022600719705224037, 0.022512607276439667, 0.022163579240441322, 0.014649232849478722"
img52.png,1.5;,", ;, <0x0A>, [, 5, (, The, ., A, E","0.1048477441072464, 0.050306495279073715, 0.03709368407726288, 0.03444032371044159, 0.03286318480968475, 0.03235368803143501, 0.02821938879787922, 0.024326633661985397, 0.021218067035079002, 0.01312323473393917"
img53.png,1.5;,", ;, <0x0A>, (, [, 5, The, ., A, ,","0.10997620970010757, 0.05114369094371796, 0.04141741991043091, 0.0331500880420208, 0.03289210796356201, 0.027375245466828346, 0.02684575878083706, 0.025120936334133148, 0.02182544767856598, 0.013873099349439144"
img54.png,1.5;,", <0x0A>, ;, [, (, The, 5, A, ., E","0.09836268424987793, 0.04230526462197304, 0.03661215305328369, 0.033466219902038574, 0.03143860399723053, 0.028962597250938416, 0.024773024022579193, 0.02382398210465908, 0.021189488470554352, 0.01473497599363327"
img55.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.10309311002492905, 0.04100760444998741, 0.0395909808576107, 0.03231321647763252, 0.03000180423259735, 0.02919255755841732, 0.026270458474755287, 0.02477540262043476, 0.021864214912056923, 0.014061563648283482"
img56.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.11696101725101471, 0.04203082248568535, 0.04137919470667839, 0.03609157353639603, 0.029688116163015366, 0.02934224344789982, 0.025195980444550514, 0.021720292046666145, 0.020166609436273575, 0.01353922113776207"
img57.png,1.5;,", ;, [, <0x0A>, 5, (, The, ., A, E","0.11688321083784103, 0.04299893602728844, 0.038694851100444794, 0.03750433027744293, 0.035786885768175125, 0.0319540910422802, 0.027546148747205734, 0.021790796890854836, 0.020874306559562683, 0.012513401918113232"
img58.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, E","0.09656126797199249, 0.0449051633477211, 0.03363240882754326, 0.03272523358464241, 0.031718384474515915, 0.027557408437132835, 0.0270244013518095, 0.02329649217426777, 0.02146173268556595, 0.014982703141868114"
img59.png,1.5;,", ;, <0x0A>, [, (, The, A, ., 5, E","0.10955695807933807, 0.043578747659921646, 0.042569249868392944, 0.035567935556173325, 0.03276671841740608, 0.030661476776003838, 0.024160664528608322, 0.022084634751081467, 0.021827340126037598, 0.015178532339632511"
img60.png,1.5;,", <0x0A>, ;, [, 5, The, (, A, ., E","0.1036110520362854, 0.04105295613408089, 0.03978988900780678, 0.03566742315888405, 0.03184742480516434, 0.028884360566735268, 0.027561649680137634, 0.022320104762911797, 0.020886050537228584, 0.013380106538534164"
img61.png,1.5;,", ;, [, (, <0x0A>, The, A, ., 5, E","0.1016852855682373, 0.04442301020026207, 0.03859538212418556, 0.034596677869558334, 0.034461796283721924, 0.027582872658967972, 0.02453271858394146, 0.020739473402500153, 0.01963573880493641, 0.014422040432691574"
img62.png,1.5;,", 5, ;, <0x0A>, [, The, (, ., A, ,","0.12124281376600266, 0.039361778646707535, 0.03875153139233589, 0.03683280944824219, 0.03150477260351181, 0.031016336753964424, 0.029365677386522293, 0.023049382492899895, 0.022427666932344437, 0.012879125773906708"
img63.png,1.5;,", ;, [, <0x0A>, 5, (, The, A, ., E","0.1292482167482376, 0.0457262322306633, 0.04295581951737404, 0.034786686301231384, 0.029065363109111786, 0.027518531307578087, 0.02677626721560955, 0.022547876462340355, 0.020450038835406303, 0.01422076765447855"
img64.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.11317801475524902, 0.05141343176364899, 0.04295752942562103, 0.03942004218697548, 0.03438277542591095, 0.02773546800017357, 0.025451496243476868, 0.022112639620900154, 0.022026434540748596, 0.014000851660966873"
img65.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.11638466268777847, 0.049666877835989, 0.045222207903862, 0.04149823263287544, 0.03132450580596924, 0.02989005483686924, 0.026584764942526817, 0.021868029609322548, 0.020948288962244987, 0.013738223351538181"
img66.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.11091358214616776, 0.04242822527885437, 0.0380324125289917, 0.03317246213555336, 0.030203871428966522, 0.028153100982308388, 0.025633692741394043, 0.024748165160417557, 0.021417750045657158, 0.014491976238787174"
img67.png,1.5;,", <0x0A>, 5, ;, [, The, A, (, ., E","0.10065905749797821, 0.04262172803282738, 0.03505967557430267, 0.03492299094796181, 0.0328071154654026, 0.031922198832035065, 0.027092019096016884, 0.02646443247795105, 0.020370401442050934, 0.014055154286324978"
img68.png,1.5;,", <0x0A>, ;, [, (, 5, The, A, ., E","0.10583415627479553, 0.042097918689250946, 0.04144524782896042, 0.03503699600696564, 0.03227759152650833, 0.029504109174013138, 0.029274502769112587, 0.02333967201411724, 0.02125101163983345, 0.013667192310094833"
img69.png,1.5;,", ;, <0x0A>, (, [, 5, The, ., A, E","0.10818001627922058, 0.05070295184850693, 0.03979720547795296, 0.03581360727548599, 0.03260866180062294, 0.028553098440170288, 0.02713933400809765, 0.025395650416612625, 0.02088988944888115, 0.013278421945869923"
img70.png,1.5;,", ;, [, <0x0A>, The, (, 5, A, ., E","0.12154277414083481, 0.04333741217851639, 0.04071173071861267, 0.04071173071861267, 0.030136436223983765, 0.029553545638918877, 0.02733256295323372, 0.022748176008462906, 0.021621836349368095, 0.014124663546681404"
img71.png,1.5;,", ;, <0x0A>, (, [, 5, ., The, A, E","0.09410688281059265, 0.05076685547828674, 0.04480159655213356, 0.03656599670648575, 0.03502807766199112, 0.02892608381807804, 0.027173541486263275, 0.02542765624821186, 0.01897018775343895, 0.01319169532507658"
img72.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.10362108051776886, 0.0425260029733181, 0.03872036933898926, 0.03812006860971451, 0.03364083915948868, 0.028887154534459114, 0.02461216412484646, 0.022235238924622536, 0.021217012777924538, 0.014133577235043049"
img73.png,1.5;,", ;, <0x0A>, [, (, The, A, 5, ., E","0.11557354778051376, 0.04185796529054642, 0.038712289184331894, 0.03622505068778992, 0.03429718688130379, 0.029450755566358566, 0.024320345371961594, 0.022936271503567696, 0.02072119526565075, 0.014465726912021637"
img74.png,1.5;,", ;, <0x0A>, [, 5, (, The, ., A, 1","0.09934861212968826, 0.04956686124205589, 0.03905775025486946, 0.0374150313436985, 0.03340786322951317, 0.03314787894487381, 0.026531226933002472, 0.024251507595181465, 0.02199516072869301, 0.013818091712892056"
img75.png,1.5;,", <0x0A>, [, ;, The, (, A, ., 5, E","0.10623849928379059, 0.04160359129309654, 0.03671504557132721, 0.034897156059741974, 0.029157662764191628, 0.028371183201670647, 0.026034865528345108, 0.021838082000613213, 0.02059527114033699, 0.014490584842860699"
img76.png,1.5;,", ;, [, <0x0A>, (, 5, The, ., A, E","0.11425484716892242, 0.05070028081536293, 0.04010722413659096, 0.03539449721574783, 0.03260694071650505, 0.027890196070075035, 0.025593480095267296, 0.022852405905723572, 0.02064542844891548, 0.01338186115026474"
img77.png,1.5;,", [, ;, The, <0x0A>, (, A, 5, ., E","0.1191018745303154, 0.03958366811275482, 0.03425681218504906, 0.03333279490470886, 0.03268807753920555, 0.028622640296816826, 0.02763385698199272, 0.02363649010658264, 0.01944284699857235, 0.015142102725803852"
img78.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.108144611120224, 0.04202046990394592, 0.03811090812087059, 0.0352468304336071, 0.03247090056538582, 0.028432471677660942, 0.027024682611227036, 0.023115435615181923, 0.020161641761660576, 0.014075093902647495"
img79.png,1.5;,", ;, <0x0A>, [, (, The, A, 5, ., E","0.10299741476774216, 0.04395390301942825, 0.03803893178701401, 0.03304879367351532, 0.031412433832883835, 0.0288256723433733, 0.02334374189376831, 0.022537322714924812, 0.022361936047673225, 0.014665313996374607"
img80.png,1.5;,", ;, <0x0A>, [, (, The, ., A, 5, E","0.10222689062356949, 0.04904899746179581, 0.04066304862499237, 0.0377543643116951, 0.0328015573322773, 0.028056658804416656, 0.022988803684711456, 0.022720975801348686, 0.02117827720940113, 0.013943414203822613"
img81.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.11224310845136642, 0.04395503178238869, 0.04033540561795235, 0.03587505221366882, 0.0314132459461689, 0.028158651664853096, 0.027614012360572815, 0.023897934705018997, 0.02236250787973404, 0.014438320882618427"
img82.png,1.5;,", ;, 5, [, <0x0A>, (, The, A, ., E","0.10732825100421906, 0.051095910370349884, 0.035531625151634216, 0.03539310395717621, 0.03417043015360832, 0.03135655075311661, 0.02703103795647621, 0.023030731827020645, 0.021805057302117348, 0.013914384879171848"
img83.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.10239223390817642, 0.05353701859712601, 0.036939434707164764, 0.03456609696149826, 0.03416338935494423, 0.026815149933099747, 0.02588880993425846, 0.023572029545903206, 0.021129829809069633, 0.014185897074639797"
img84.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.09875655174255371, 0.05204104632139206, 0.04181615635752678, 0.037483759224414825, 0.03521273285150528, 0.030001623556017876, 0.02657996490597725, 0.022558124735951424, 0.02220839262008667, 0.013417555950582027"
img85.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.10619354993104935, 0.041912153363227844, 0.03584936633706093, 0.03276897221803665, 0.03188508376479149, 0.029259398579597473, 0.026745257899165154, 0.02397429198026657, 0.02208615280687809, 0.013984081335365772"
img86.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.09050735831260681, 0.04480439051985741, 0.04079486429691315, 0.039694491773843765, 0.03516737371683121, 0.026442231610417366, 0.024840176105499268, 0.023426519706845284, 0.022441230714321136, 0.014208901673555374"
img87.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.11373329907655716, 0.04151454195380211, 0.03945901244878769, 0.03309827670454979, 0.03001883625984192, 0.027014028280973434, 0.024789465591311455, 0.02421521581709385, 0.021791337057948112, 0.014976953156292439"
img88.png,1.5;,", ;, <0x0A>, [, The, (, A, ., 5, E","0.1014733538031578, 0.04164458066225052, 0.03718442842364311, 0.03618143871426582, 0.02953042834997177, 0.028399135917425156, 0.023269418627023697, 0.022998321801424026, 0.022117270156741142, 0.014279981143772602"
img89.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.10866206884384155, 0.04124346747994423, 0.0378471314907074, 0.03541547805070877, 0.0305300485342741, 0.028568515554070473, 0.027366962283849716, 0.023869888857007027, 0.02242368273437023, 0.014937394298613071"
img90.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.1023850291967392, 0.04335255175828934, 0.03993824124336243, 0.03840823099017143, 0.03376300260424614, 0.027772685512900352, 0.024413757026195526, 0.023114481940865517, 0.02222898043692112, 0.014464671723544598"
img91.png,1.5;,", <0x0A>, ;, [, (, 5, The, ., A, E","0.10273604094982147, 0.044186223298311234, 0.04183467477560043, 0.03677503764629364, 0.034144461154937744, 0.031578466296195984, 0.027010494843125343, 0.02319372445344925, 0.02120077796280384, 0.013741827569901943"
img92.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.11841463297605515, 0.04459536075592041, 0.03904900327324867, 0.035140298306941986, 0.030057085677981377, 0.02823602221906185, 0.027798263356089592, 0.02131366729736328, 0.02131366729736328, 0.013923349790275097"
img93.png,1.5;,", ;, <0x0A>, [, 5, (, The, A, ., E","0.11386553943157196, 0.04709683358669281, 0.0379914827644825, 0.03596961125731468, 0.0293575432151556, 0.029243089258670807, 0.025706324726343155, 0.022160237655043602, 0.019709721207618713, 0.01333626452833414"
img94.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.10756824165582657, 0.04519281163811684, 0.0373200885951519, 0.03575045242905617, 0.030939439311623573, 0.0254500899463892, 0.025350868701934814, 0.023445721715688705, 0.02029057964682579, 0.013516440987586975"
img95.png,1.5;,", ;, <0x0A>, [, 5, (, The, ., A, E","0.11233047395944595, 0.04719357565045357, 0.03943170607089996, 0.035902976989746094, 0.03256258741021156, 0.0320577472448349, 0.027420446276664734, 0.02186148799955845, 0.02177625522017479, 0.013311557471752167"
img96.png,1.5;,", ;, [, <0x0A>, (, The, A, 5, ., E","0.11289851367473602, 0.045615121722221375, 0.040889132767915726, 0.039631109684705734, 0.03285533934831619, 0.02843393012881279, 0.023757433518767357, 0.021972037851810455, 0.02096586301922798, 0.014130907133221626"
img97.png,1.5;,", <0x0A>, [, ;, 5, (, The, A, ., E","0.10132073611021042, 0.042568035423755646, 0.03998896852135658, 0.03906262293457985, 0.038910333067178726, 0.03175769001245499, 0.027270106598734856, 0.021321101114153862, 0.020584557205438614, 0.013712270185351372"
img98.png,1.5;,", <0x0A>, ;, [, (, The, 5, ., A, E","0.1089131087064743, 0.04400487244129181, 0.03898615762591362, 0.037492621690034866, 0.034675005823373795, 0.028522880747914314, 0.025970380753278732, 0.023462284356355667, 0.02238786779344082, 0.014625080861151218"
img99.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.10673349350690842, 0.04554826393723488, 0.03242496773600578, 0.03094012290239334, 0.03057965822517872, 0.02850337326526642, 0.026464488357305527, 0.023630129173398018, 0.021939830854535103, 0.014388492330908775"
img100.png,1.5;,", ;, <0x0A>, (, [, 5, The, ., A, E","0.12053212523460388, 0.04539281502366066, 0.03974727913737297, 0.036049213260412216, 0.033210091292858124, 0.030834529548883438, 0.02807515673339367, 0.021864956244826317, 0.02135845087468624, 0.01417232770472765"
img101.png,1.5;,", ;, <0x0A>, (, The, [, 5, A, ., E","0.104281485080719, 0.042133528739213943, 0.03398774564266205, 0.031067315489053726, 0.029299268499016762, 0.0290712621062994, 0.02486596815288067, 0.02326834574341774, 0.022729335352778435, 0.014848146587610245"
