Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img11.png,",,",",, </s>, ;, ., :, -, on, o, <0x0A>, t","0.02226962149143219, 0.01629280298948288, 0.009283359162509441, 0.00906831119209528, 0.008128780871629715, 0.007909521460533142, 0.007315111346542835, 0.005947142839431763, 0.005586824379861355, 0.00535184983164072"
img12.png,",,,,,",",, ., ;, -, on, </s>, :, o, ', t","0.0315445140004158, 0.01142466627061367, 0.009620532393455505, 0.008828297257423401, 0.008325878530740738, 0.00810130126774311, 0.0066900309175252914, 0.005333757493644953, 0.005089506972581148, 0.004875448998063803"
img13.png,",,,,,",",, ;, -, ., on, :, </s>, s, o, '","0.025571955367922783, 0.009668178856372833, 0.008599056862294674, 0.008498874492943287, 0.008399860002100468, 0.007890937849879265, 0.007383950985968113, 0.005215591285377741, 0.005114712752401829, 0.004391968250274658"
img14.png,",,,,,",",, ., -, :, ;, </s>, on, s, o, t","0.021588001400232315, 0.009505067951977253, 0.008322915993630886, 0.00748981349170208, 0.007063566707074642, 0.007036028429865837, 0.006819552276283503, 0.005878821946680546, 0.005188042297959328, 0.004816934000700712"
img15.png,",,,,,",",, </s>, ., :, ;, -, on, o, t, <0x0A>","0.02197701297700405, 0.014024113304913044, 0.010260261595249176, 0.009378638118505478, 0.008309012278914452, 0.007959546521306038, 0.0075950524769723415, 0.0059381830506026745, 0.004942195024341345, 0.00429385295137763"
img16.png,",,,,,",",, </s>, ., -, :, on, ;, o, t, s","0.019485637545585632, 0.009204363450407982, 0.008748624473810196, 0.008413469418883324, 0.007367079611867666, 0.007252864073961973, 0.006866873241961002, 0.005670643411576748, 0.004907533526420593, 0.004538726061582565"
img17.png,",,,,,",",, </s>, ., :, ;, -, on, o, t, s","0.019269481301307678, 0.012296367436647415, 0.009501895867288113, 0.008822211995720863, 0.007877347990870476, 0.00784663762897253, 0.007342496421188116, 0.006039773114025593, 0.004759226460009813, 0.004401565063744783"
img18.png,",,,,,",",, </s>, ., -, ;, on, :, o, t, '","0.023273585364222527, 0.012852893210947514, 0.011166787706315517, 0.009043141268193722, 0.008764912374317646, 0.008201772347092628, 0.008137945085763931, 0.006047607399523258, 0.00602403050288558, 0.004511789884418249"
img19.png,",,,,,",",, </s>, :, ;, ., on, -, o, ', s","0.02407863736152649, 0.011197607032954693, 0.00976672675460577, 0.009540479630231857, 0.009174990467727184, 0.007909336127340794, 0.007695994805544615, 0.005564912687987089, 0.005086741875857115, 0.004559725522994995"
img20.png,",,,,,",",, </s>, :, ;, -, ., on, o, t, s","0.020944248884916306, 0.009257720783352852, 0.009185676462948322, 0.008730861358344555, 0.008629144169390202, 0.008595502004027367, 0.007704959250986576, 0.00577074708417058, 0.005112599115818739, 0.004821639973670244"
img21.png,",,,,,",",, </s>, ., :, ;, -, on, o, t, <0x0A>","0.022471662610769272, 0.01395297423005104, 0.010248166508972645, 0.010010768659412861, 0.008331701159477234, 0.008299218490719795, 0.00752706453204155, 0.005703963339328766, 0.005485448520630598, 0.00444225175306201"
img22.png,",,,,,",",, </s>, ., :, -, ;, on, o, t, <0x0A>","0.022031420841813087, 0.014448558911681175, 0.010086719878017902, 0.009220008738338947, 0.008297109976410866, 0.008041834458708763, 0.007824920117855072, 0.005592217203229666, 0.005232921335846186, 0.004528716206550598"
img23.png,",,,,,",",, </s>, ., ;, -, :, on, o, t, '","0.024958662688732147, 0.010526961646974087, 0.009812206961214542, 0.009181779809296131, 0.008795605041086674, 0.007946167141199112, 0.007406642660498619, 0.005547319073230028, 0.00537664582952857, 0.004320255946367979"
img24.png,",,,,,",",, </s>, :, ., -, ;, on, s, o, t","0.021501902490854263, 0.015128478407859802, 0.009430251084268093, 0.008755691349506378, 0.008225210942327976, 0.008161202073097229, 0.007373030763119459, 0.005269268061965704, 0.004988842643797398, 0.004873276222497225"
img25.png,",,,,,",",, </s>, :, ., -, ;, on, o, s, t","0.018353061750531197, 0.009785386733710766, 0.009228498674929142, 0.008909695781767368, 0.007924447767436504, 0.007924447767436504, 0.007620866876095533, 0.005467704497277737, 0.005237739998847246, 0.004658541642129421"
img26.png,",,,,,",",, </s>, ., :, ;, -, on, o, t, s","0.022702598944306374, 0.013503490947186947, 0.010434688068926334, 0.009426955133676529, 0.008925261907279491, 0.00848334189504385, 0.007171648554503918, 0.006039134226739407, 0.005308739375323057, 0.004332866985350847"
img27.png,",,,,,",",, </s>, ., -, :, ;, on, o, t, '","0.022159216925501823, 0.012094912119209766, 0.009756570681929588, 0.009756570681929588, 0.009419525973498821, 0.008543139323592186, 0.007509901188313961, 0.006299315951764584, 0.0057355924509465694, 0.004792266990989447"
img28.png,",,,,,",",, </s>, :, ;, ., -, on, o, t, s","0.022212516516447067, 0.011125611141324043, 0.010867886245250702, 0.009405371733009815, 0.009295796044170856, 0.008974668569862843, 0.008107936941087246, 0.006025306880474091, 0.0054434118792414665, 0.0045127468183636665"
img29.png,",,,,,",",, </s>, ., ;, -, on, :, o, ', t","0.02614944986999035, 0.013355833478271961, 0.0107317129150033, 0.008862216956913471, 0.008690805174410343, 0.00782087817788124, 0.0076996274292469025, 0.005354250315576792, 0.004688338376581669, 0.00465185334905982"
img30.png,",,,,,",",, :, ;, -, </s>, on, ., o, t, s","0.026623854413628578, 0.009756184183061123, 0.009493027813732624, 0.00884847342967987, 0.008443273603916168, 0.008088160306215286, 0.007993930019438267, 0.0058713750913739204, 0.005081251263618469, 0.00471778167411685"
img31.png,",,,,,",",, </s>, ., ;, :, -, on, o, t, s","0.02064904011785984, 0.011628396809101105, 0.010546498000621796, 0.009715888649225235, 0.009198819287121296, 0.008117929100990295, 0.008023352362215519, 0.00524132838472724, 0.004698296543210745, 0.004679979756474495"
img32.png,",,,,,",",, </s>, ;, -, ., :, on, o, t, '","0.02470516413450241, 0.012422536499798298, 0.00937702227383852, 0.00880889780819416, 0.008604839444160461, 0.008307581767439842, 0.006887227296829224, 0.006419601384550333, 0.005599276162683964, 0.004826877266168594"
img33.png,",,,,,",",, ;, :, </s>, -, ., on, s, o, '","0.02245653048157692, 0.01098727434873581, 0.009073258377611637, 0.00803846213966608, 0.007760769687592983, 0.007700373884290457, 0.007610662840306759, 0.0051095569506287575, 0.005069794598966837, 0.004404713399708271"
img34.png,",,,,,",",, </s>, ., ;, -, :, on, o, t, '","0.028761789202690125, 0.015821844339370728, 0.008703586645424366, 0.008635854348540306, 0.008144387044012547, 0.007159375585615635, 0.006858261302113533, 0.005912190768867731, 0.005752719473093748, 0.0052789924666285515"
img35.png,",,,,,",",, </s>, ;, -, ., :, on, o, t, '","0.02450135163962841, 0.00944611243903637, 0.00922729354351759, 0.008873801678419113, 0.008770418353378773, 0.007619871292263269, 0.0073854331858456135, 0.006027814466506243, 0.005361249670386314, 0.004324745386838913"
img36.png,",,,,,",",, ;, ., -, on, :, </s>, o, s, '","0.025117743760347366, 0.009026250801980495, 0.008347916416823864, 0.008091079071164131, 0.008091079071164131, 0.007965638302266598, 0.0064256214536726475, 0.005063267424702644, 0.0050042783841490746, 0.0049847690388560295"
img37.png,",,,,,",",, ., :, ;, -, on, </s>, o, s, t","0.01947612501680851, 0.009755031205713749, 0.00857522152364254, 0.007838387973606586, 0.007597225718200207, 0.007053785491734743, 0.006600584369152784, 0.00603342242538929, 0.005041113123297691, 0.004847991280257702"
img38.png,",,,,,",",, </s>, :, ., ;, -, on, o, t, s","0.020958608016371727, 0.010746505111455917, 0.010056049562990665, 0.00952087715268135, 0.00853445939719677, 0.008271881379187107, 0.007831660099327564, 0.006292914971709251, 0.004978105891495943, 0.004676497541368008"
img39.png,",,",",, </s>, ., :, -, ;, on, o, t, s","0.021293772384524345, 0.014351916499435902, 0.010665438137948513, 0.008841958828270435, 0.008371398784220219, 0.008273868821561337, 0.007833542302250862, 0.005511585157364607, 0.0050775096751749516, 0.004623125307261944"
img40.png,",,,,,",",, </s>, ., -, :, ;, on, o, t, '","0.022679029032588005, 0.010103147476911545, 0.009830632247030735, 0.009021095000207424, 0.008245947770774364, 0.00805493164807558, 0.00747875077649951, 0.006599973421543837, 0.005428990349173546, 0.004162551369518042"
img41.png,",,,,,",",, ;, :, ., -, </s>, on, o, t, s","0.025364413857460022, 0.009971723891794682, 0.009589712135493755, 0.009331047534942627, 0.008562649600207806, 0.007675509434193373, 0.007352687884122133, 0.005659565795212984, 0.004955681040883064, 0.004822010174393654"
img42.png,",,,,,",",, </s>, :, ;, -, ., on, o, t, a","0.021181421354413033, 0.01107496302574873, 0.008795306086540222, 0.008524703793227673, 0.008102615363895893, 0.008039561100304127, 0.007039674092084169, 0.006613162346184254, 0.0061161755584180355, 0.004154608119279146"
img43.png,",,,,,",",, ., </s>, ;, -, :, on, o, t, '","0.022010281682014465, 0.009283405728638172, 0.00924721360206604, 0.008927765302360058, 0.008892958052456379, 0.008097130805253983, 0.007401376497000456, 0.005764197092503309, 0.005586851388216019, 0.004135609604418278"
img44.png,",,,,,",",, </s>, :, ;, ., on, -, o, s, t","0.023719925433397293, 0.011073962785303593, 0.01016204059123993, 0.009435134008526802, 0.008760225959122181, 0.008359065279364586, 0.008197386749088764, 0.005767581518739462, 0.005070029757916927, 0.005050263367593288"
img45.png,",,,,,",",, </s>, ;, ., -, on, :, o, t, '","0.0222825575619936, 0.012646720744669437, 0.008658069185912609, 0.008424531668424606, 0.008101793937385082, 0.007976187393069267, 0.007976187393069267, 0.005655962973833084, 0.005089816637337208, 0.0048189410008490086"
img46.png,",,,,,",",, </s>, :, -, on, ;, ., s, o, t","0.020692480728030205, 0.012748267501592636, 0.008295456878840923, 0.008103291504085064, 0.007465102709829807, 0.007465102709829807, 0.006904091220349073, 0.006021854933351278, 0.005231878720223904, 0.004914895165711641"
img47.png,",,,,,",",, :, -, ., </s>, ;, on, s, o, t","0.0210042055696249, 0.008963494561612606, 0.008387596346437931, 0.00832232367247343, 0.00832232367247343, 0.007402027491480112, 0.0067660016939044, 0.005787267349660397, 0.005028064828366041, 0.0046320706605911255"
img48.png,",,,,,",",, </s>, ;, ., -, on, :, ', o, t","0.025919631123542786, 0.01414741575717926, 0.009685459546744823, 0.009134257212281227, 0.007935981266200542, 0.0076918164268136024, 0.0074843429028987885, 0.005369753111153841, 0.00518425228074193, 0.004575086757540703"
img49.png,",,,,,",",, ., :, ;, -, on, </s>, o, t, '","0.024324703961610794, 0.009943918325006962, 0.009160767309367657, 0.00908947829157114, 0.008983582258224487, 0.008775478228926659, 0.008505484089255333, 0.006914909929037094, 0.005322596523910761, 0.004395384341478348"
img50.png,",,,,,",",, </s>, ;, ., -, on, :, o, t, s","0.027750225737690926, 0.011935223825275898, 0.009856072254478931, 0.00966543797403574, 0.00907983910292387, 0.00738185690715909, 0.006289420649409294, 0.005014363210648298, 0.0048034656792879105, 0.004692194052040577"
img51.png,",,,,,",",, ;, :, </s>, -, ., on, o, t, s","0.021672777831554413, 0.010480271652340889, 0.010277564637362957, 0.009654877707362175, 0.008964250795543194, 0.008894490078091621, 0.008004175499081612, 0.00604186812415719, 0.005147736053913832, 0.004632461350411177"
img52.png,",,,,,",",, ., </s>, :, ;, -, on, o, t, s","0.02129998430609703, 0.010921546258032322, 0.010626956820487976, 0.010022174566984177, 0.008775709196925163, 0.008472548797726631, 0.007506262045353651, 0.005868762731552124, 0.004961336497217417, 0.004517348017543554"
img53.png,",,,,,",",, ., :, -, </s>, ;, on, o, t, s","0.022360237315297127, 0.00992229487746954, 0.009105210192501545, 0.008859612978994846, 0.008688252419233322, 0.008553553372621536, 0.008258067071437836, 0.006257913075387478, 0.00533180870115757, 0.004317829851061106"
img54.png,",,,,,",",, </s>, ., ;, -, :, on, o, t, s","0.02577190101146698, 0.011258910410106182, 0.010785374790430069, 0.009011518210172653, 0.008941389620304108, 0.008802766911685467, 0.008768448606133461, 0.005841045640408993, 0.004620647523552179, 0.004478484392166138"
img55.png,",,,,,",",, </s>, ., ;, -, on, :, o, t, <0x0A>","0.026313571259379387, 0.013026162050664425, 0.011361620388925076, 0.009200920350849628, 0.009058273397386074, 0.007657685317099094, 0.007538964506238699, 0.006010586861521006, 0.004736227914690971, 0.004466688260436058"
img56.png,",,,,,",",, -, :, ;, </s>, ., on, s, o, t","0.02492772787809372, 0.009761838242411613, 0.008382423780858517, 0.008188244886696339, 0.0080928485840559, 0.007936318404972553, 0.007632283493876457, 0.0056940303184092045, 0.005286728031933308, 0.005144127178937197"
img57.png,",,,,,",",, ., </s>, on, -, :, ;, o, t, s","0.023698650300502777, 0.011595005169510841, 0.009840552695095539, 0.008752369321882725, 0.008351568132638931, 0.008031625300645828, 0.007754168938845396, 0.005563344340771437, 0.004666540771722794, 0.0045406692661345005"
img58.png,",,,,,",",, :, ;, -, ., on, </s>, o, s, t","0.021414659917354584, 0.00976612139493227, 0.009690121747553349, 0.008353406563401222, 0.008096398785710335, 0.007034274283796549, 0.006712151225656271, 0.005478298291563988, 0.005007570143789053, 0.004891569726169109"
img59.png,",,,,,",",, </s>, :, ;, -, ., on, o, t, s","0.02254432998597622, 0.010607670061290264, 0.009926133789122105, 0.0086577283218503, 0.008556862361729145, 0.008490272797644138, 0.008229054510593414, 0.005835273303091526, 0.005169765558093786, 0.005149610806256533"
img60.png,",,,,,",",, </s>, ., :, -, ;, on, o, t, s","0.021238571032881737, 0.013820200227200985, 0.009685816243290901, 0.00871629174798727, 0.007998518645763397, 0.007998518645763397, 0.00760248489677906, 0.0057611167430877686, 0.004794827196747065, 0.004738965537399054"
img61.png,",,,,,",",, ., :, </s>, -, ;, on, o, t, s","0.021672731265425682, 0.010237473994493484, 0.00957972276955843, 0.009069899097084999, 0.009034538641571999, 0.008454075083136559, 0.007910906337201595, 0.00623364420607686, 0.005458361469209194, 0.00465058209374547"
img62.png,",,,,,",",, </s>, ., -, ;, :, on, o, ', t","0.027904532849788666, 0.010427162982523441, 0.009949668310582638, 0.00867825374007225, 0.008120682090520859, 0.0075397975742816925, 0.007138537708669901, 0.006082110106945038, 0.005409540142863989, 0.004627024754881859"
img63.png,",,,,,",",, ., ;, on, </s>, -, :, s, t, o","0.023390887305140495, 0.009195854887366295, 0.008605027571320534, 0.008243110962212086, 0.008147074840962887, 0.007865631952881813, 0.00783496629446745, 0.005577567964792252, 0.005098309833556414, 0.0046784719452261925"
img64.png,",,,,,",",, ., </s>, -, ;, on, :, o, t, '","0.026589665561914444, 0.010659592226147652, 0.010171453468501568, 0.008802659809589386, 0.008666186593472958, 0.008141129277646542, 0.007297660689800978, 0.005318267736583948, 0.004785922821611166, 0.004656830802559853"
img65.png,",,,,,",",, </s>, ., ;, -, :, on, o, t, <0x0A>","0.026489105075597763, 0.013215905986726284, 0.011572233401238918, 0.008977328427135944, 0.00863341148942709, 0.007589255925267935, 0.0075008380226790905, 0.00559596624225378, 0.004977155476808548, 0.004675604868680239"
img66.png,",,,,,",",, ;, :, ., on, -, </s>, o, t, '","0.022777393460273743, 0.009347823448479176, 0.00891975499689579, 0.008089867420494556, 0.007719405461102724, 0.007394737098366022, 0.007280092686414719, 0.0067857918329536915, 0.004849586635828018, 0.004849586635828018"
img67.png,",,,,,",",, ;, :, ., -, </s>, on, o, t, s","0.021853134036064148, 0.008458109572529793, 0.008262176997959614, 0.008102372288703918, 0.007976756431162357, 0.007761597633361816, 0.007067014928907156, 0.0064345900900661945, 0.005503796972334385, 0.004895178135484457"
img68.png,",,,,,",",, ., -, </s>, ;, on, :, o, t, '","0.02478150837123394, 0.010616841726005077, 0.00959151703864336, 0.009045661427080631, 0.008333254605531693, 0.007676952984184027, 0.007499116938561201, 0.005660630762577057, 0.005214816890656948, 0.004495453555136919"
img69.png,",,,,,",",, ;, :, -, </s>, on, ., o, s, '","0.02507377415895462, 0.008836171589791775, 0.00856431107968092, 0.008236217312514782, 0.00767699908465147, 0.006935589946806431, 0.006265784148126841, 0.005886159371584654, 0.005443807691335678, 0.0045841452665627"
img70.png,",,,,,",",, </s>, :, ;, ., -, on, s, o, t","0.01937941461801529, 0.010093257762491703, 0.009407950565218925, 0.008400354534387589, 0.00817376933991909, 0.007648610044270754, 0.00688300421461463, 0.0054449038580060005, 0.004919060505926609, 0.004513984080404043"
img71.png,",,,,,",",, :, ;, -, ., </s>, on, o, t, s","0.0234694667160511, 0.009937598370015621, 0.009408729150891304, 0.009190775454044342, 0.009119252674281597, 0.009083700366318226, 0.007213922217488289, 0.006003959104418755, 0.004996937699615955, 0.004694188944995403"
img72.png,",,,,,",",, </s>, :, ;, -, on, ., o, s, t","0.02305513061583042, 0.010151036083698273, 0.009170697070658207, 0.00864879135042429, 0.008220559917390347, 0.007936576381325722, 0.007844113744795322, 0.0052869003266096115, 0.005204934161156416, 0.0051644290797412395"
img73.png,",,,,,",",, ., </s>, -, ;, on, :, o, t, '","0.025441749021410942, 0.010523165576159954, 0.009250455535948277, 0.009107040241360664, 0.008324508555233479, 0.008005601353943348, 0.0072042616084218025, 0.0056326440535485744, 0.005250201560556889, 0.004301861394196749"
img74.png,",,,,,",",, </s>, ., -, ;, :, on, o, t, '","0.02329745888710022, 0.011852786876261234, 0.009981048293411732, 0.008773903362452984, 0.008437780663371086, 0.0077127558179199696, 0.00735956197604537, 0.005776586942374706, 0.0051780990324914455, 0.004276059102267027"
img75.png,",,,,,",",, :, ., ;, </s>, -, on, o, t, a","0.02281940169632435, 0.009738125838339329, 0.009292184375226498, 0.009292184375226498, 0.009148122742772102, 0.008936205878853798, 0.00758405914530158, 0.0068249148316681385, 0.0054839737713336945, 0.004221165087074041"
img76.png,",,,,,",",, :, </s>, ;, -, ., on, o, t, s","0.021514220163226128, 0.009621754288673401, 0.009289367124438286, 0.009109694510698318, 0.00862488616257906, 0.008524402044713497, 0.008007935248315334, 0.005950991064310074, 0.005612319801002741, 0.004562783520668745"
img77.png,",,,,,",",, ., </s>, :, -, on, ;, s, o, t","0.0220702663064003, 0.011011265218257904, 0.010798287577927113, 0.008917193859815598, 0.008882429450750351, 0.007931116037070751, 0.007627280429005623, 0.005624003708362579, 0.005061055533587933, 0.004924542270600796"
img78.png,",,,,,",",, </s>, ., -, ;, :, on, o, t, s","0.02277238853275776, 0.012284781783819199, 0.01059014443308115, 0.00881389994174242, 0.008643423207104206, 0.008247612044215202, 0.007598056457936764, 0.005712954327464104, 0.004924874287098646, 0.0043123639188706875"
img79.png,",,,,,",",, </s>, -, ., ;, :, on, o, t, s","0.023110954090952873, 0.009410906583070755, 0.009157063439488411, 0.008737729862332344, 0.008468899875879288, 0.0077412002719938755, 0.007329221349209547, 0.00546793220564723, 0.005037295166403055, 0.004939864855259657"
img80.png,",,,,,",",, ., on, ;, -, :, </s>, s, o, t","0.022560710087418556, 0.009478465653955936, 0.009009154513478279, 0.008139092475175858, 0.008139092475175858, 0.007616160903126001, 0.0073818364180624485, 0.005507185589522123, 0.005093314219266176, 0.00491736363619566"
img81.png,",,,,,",",, </s>, :, ;, ., -, on, o, t, s","0.020488983020186424, 0.010546824894845486, 0.010464749298989773, 0.008986007422208786, 0.008023601025342941, 0.007837734185159206, 0.007248719688504934, 0.006322445347905159, 0.005601376295089722, 0.004431053530424833"
img82.png,",,,,,",",, ., </s>, :, ;, -, on, s, o, t","0.020666295662522316, 0.009028435684740543, 0.008784908801317215, 0.008547951467335224, 0.008448364213109016, 0.00841542799025774, 0.006815021391957998, 0.005104214884340763, 0.005025080870836973, 0.004539782647043467"
img83.png,",,,,,",",, </s>, ;, -, :, ., on, o, t, s","0.0215953066945076, 0.012352792546153069, 0.008932207711040974, 0.008759443648159504, 0.008325732313096523, 0.008038116618990898, 0.007121376693248749, 0.005567840300500393, 0.005438861902803183, 0.004597906023263931"
img84.png,",,,,,",",, </s>, ., -, ;, :, on, t, o, '","0.023526694625616074, 0.01089827436953783, 0.009285446256399155, 0.009213185869157314, 0.008722868748009205, 0.007973347790539265, 0.007461065426468849, 0.0059252893552184105, 0.005698294844478369, 0.004369033966213465"
img85.png,",,,,,",",, </s>, ., -, ;, :, on, o, t, s","0.02165389060974121, 0.009534078650176525, 0.009168834425508976, 0.008921520784497261, 0.008714854717254639, 0.008380993269383907, 0.007690832018852234, 0.005737710278481245, 0.005083329509943724, 0.004985008854418993"
img86.png,",,",",, </s>, ., :, ;, on, -, o, t, <0x0A>","0.021135900169610977, 0.016142278909683228, 0.011401962488889694, 0.009378998540341854, 0.00830933265388012, 0.008244668133556843, 0.007805895525962114, 0.0060084122233092785, 0.005578622221946716, 0.005281733348965645"
img87.png,",,,,,",",, ., ;, -, :, on, </s>, o, s, t","0.026534345000982285, 0.009685476310551167, 0.009278117679059505, 0.00854740384966135, 0.00831685122102499, 0.008252128027379513, 0.006894911639392376, 0.005265902262181044, 0.005204552318900824, 0.0048511759378015995"
img88.png,",,,,,",",, </s>, ., ;, :, -, on, o, t, s","0.021967919543385506, 0.010790279135107994, 0.009338208474218845, 0.008670233190059662, 0.008403478190302849, 0.008273194544017315, 0.006570250261574984, 0.005798226222395897, 0.004863560199737549, 0.0047323741018772125"
img89.png,",,,,,",",, :, </s>, ., -, ;, on, s, o, t","0.019755417481064796, 0.010248975828289986, 0.008939315564930439, 0.008869749493896961, 0.008235283195972443, 0.008235283195972443, 0.006989194080233574, 0.0052551524713635445, 0.0051939282566308975, 0.004898340441286564"
img90.png,",,,,,",",, </s>, ., :, -, ;, on, o, t, s","0.020296411588788033, 0.015501129440963268, 0.00954996794462204, 0.009512736462056637, 0.00839496124535799, 0.00839496124535799, 0.007437523454427719, 0.005702545866370201, 0.005151820834726095, 0.004709145985543728"
img91.png,",,",",, </s>, ., :, -, ;, on, o, t, a","0.018473485484719276, 0.013999095186591148, 0.010860000737011433, 0.008424803614616394, 0.008007663302123547, 0.007262635510414839, 0.007178022991865873, 0.006139687728136778, 0.005482124630361795, 0.004336717538535595"
img92.png,",,,,,",",, ., :, ;, -, </s>, on, o, t, s","0.023574605584144592, 0.009865820407867432, 0.009304355829954147, 0.0091243926435709, 0.008809186518192291, 0.008373013697564602, 0.008083763532340527, 0.005937356036156416, 0.005019322969019413, 0.0042102159932255745"
img93.png,",,,,,",",, ., -, ;, on, :, </s>, s, o, t","0.02479696273803711, 0.011486701667308807, 0.00877282302826643, 0.00853619072586298, 0.008502911776304245, 0.008371086791157722, 0.007216327358037233, 0.005468490067869425, 0.004921108018606901, 0.004586976952850819"
img94.png,",,,,,",",, </s>, ;, -, :, on, ., o, t, s","0.022593537345528603, 0.009272368624806404, 0.00891715008765459, 0.008609103038907051, 0.008376887068152428, 0.008214863948523998, 0.007363756187260151, 0.0062985545955598354, 0.005870898254215717, 0.004662439692765474"
img95.png,",,,,,",",, ., -, :, </s>, on, ;, o, t, s","0.02140543796122074, 0.011683485470712185, 0.009314886294305325, 0.008993099443614483, 0.008382489904761314, 0.00778287835419178, 0.007662216201424599, 0.006352200172841549, 0.005204806104302406, 0.004434550181031227"
img96.png,",,,,,",",, </s>, ., ;, -, :, on, o, t, s","0.02395632304251194, 0.011449556797742844, 0.008676405064761639, 0.008541890420019627, 0.008475416339933872, 0.007656900677829981, 0.007277781143784523, 0.005667942110449076, 0.0049824402667582035, 0.004431474022567272"
img97.png,",,,,,",",, </s>, ., :, on, ;, -, o, t, s","0.022945133969187737, 0.014584814198315144, 0.010628878138959408, 0.009055917151272297, 0.00850724708288908, 0.008245506323873997, 0.008213360793888569, 0.0053864531219005585, 0.0046615866012871265, 0.004571423400193453"
img98.png,",,,,,",",, </s>, :, ., ;, -, on, o, s, t","0.02004239708185196, 0.014606164768338203, 0.009069173596799374, 0.008963514119386673, 0.007941233925521374, 0.007577578071504831, 0.007174307014793158, 0.005500731524080038, 0.004741927608847618, 0.004614022094756365"
img99.png,",,,,,",",, ., :, ;, -, on, o, </s>, t, s","0.019595498219132423, 0.008797949180006981, 0.008527264930307865, 0.008427918888628483, 0.008168618194758892, 0.007152681704610586, 0.006986990105360746, 0.006118013057857752, 0.005357110872864723, 0.0044585829600691795"
img100.png,",,,,,",",, ;, :, </s>, ., -, on, o, s, t","0.020413009449839592, 0.010184429585933685, 0.009718050248920918, 0.009642424061894417, 0.00909367110580206, 0.008215447887778282, 0.007900718599557877, 0.005624375771731138, 0.0052836122922599316, 0.005081200506538153"
img101.png,",,,,,",",, ., :, </s>, -, ;, on, s, o, t","0.018332291394472122, 0.010776997543871403, 0.010124051943421364, 0.010045267641544342, 0.008969414047896862, 0.008295351639389992, 0.0079775620251894, 0.0057685114443302155, 0.005461516790091991, 0.00521141616627574"
img102.png,",,,,,",",, ;, -, :, ., on, </s>, t, o, s","0.023398954421281815, 0.009417174383997917, 0.008181782439351082, 0.007626259699463844, 0.007566912565380335, 0.007277027703821659, 0.005985920317471027, 0.005365744233131409, 0.005323987454175949, 0.0050406502559781075"
img103.png,",,,,,",",, </s>, ;, ., -, on, :, t, o, '","0.026311298832297325, 0.01408342458307743, 0.009308574721217155, 0.008642719127237797, 0.008214788511395454, 0.007421442773193121, 0.007334980648010969, 0.00575729226693511, 0.005712488666176796, 0.005041253287345171"
